Connected to /dev/ttyACM0 at 115200 baud.
Timer 1: elapsed = 97l us
Timer 1: elapsed = 167l us
Timer 1: elapsed = 26l us
Timer 1: elapsed = 102l us
Timer 2: elapsed = 492l us
Timer 1: elapsed = 200l us
Timer 1: elapsed = 123l us
Timer 1: elapsed = 89l us
Timer 3: elapsed = 962l us
Timer 1: elapsed = 212l us
Timer 2: elapsed = 601l us
Timer 1: elapsed = 203l us
Timer 1: elapsed = 41l us
Timer 1: elapsed = 40l us
Timer 1: elapsed = 160l us
Timer 2: elapsed = 377l us
Timer 1: elapsed = 186l us
Timer 1: elapsed = 71l us
Timer 1: elapsed = 98l us
Timer 3: elapsed = 987l us
Timer 1: elapsed = 187l us
Timer 2: elapsed = 608l us
Timer 1: elapsed = 249l us
Timer 1: elapsed = 73l us
Timer 1: elapsed = 77l us
Timer 1: elapsed = 82l us
Timer 2: elapsed = 383l us
Timer 1: elapsed = 107l us
Timer 1: elapsed = 140l us
Timer 1: elapsed = 108l us
Timer 3: elapsed = 1007l us
Timer 1: elapsed = 162l us
Timer 2: elapsed = 594l us
Timer 1: elapsed = 225l us
Timer 1: elapsed = 146l us
Timer 1: elapsed = 9l us
Timer 1: elapsed = 17l us
Timer 2: elapsed = 408l us
Timer 1: elapsed = 227l us
Timer 1: elapsed = 107l us
Timer 1: elapsed = 103l us
Timer 3: elapsed = 1025l us
Timer 1: elapsed = 159l us
Timer 2: elapsed = 581l us
Timer 1: elapsed = 96l us
Timer 1: elapsed = 170l us
Timer 1: elapsed = 30l us
Timer 1: elapsed = 186l us
Timer 2: elapsed = 418l us
Timer 1: elapsed = 133l us
Timer 1: elapsed = 133l us
Timer 1: elapsed = 73l us
Timer 3: elapsed = 956l us
Timer 1: elapsed = 226l us
Timer 2: elapsed = 611l us
Timer 1: elapsed = 216l us
Timer 1: elapsed = 79l us
Timer 1: elapsed = 46l us
Timer 1: elapsed = 51l us
Timer 2: elapsed = 383l us
Timer 1: elapsed = 227l us
Timer 1: elapsed = 23l us
Timer 1: elapsed = 165l us
Timer 3: elapsed = 1008l us
Timer 1: elapsed = 212l us
Timer 2: elapsed = 658l us
Timer 1: elapsed = 130l us
Timer 1: elapsed = 54l us
Timer 1: elapsed = 57l us
Timer 1: elapsed = 84l us
Timer 2: elapsed = 350l us
Timer 1: elapsed = 269l us
Timer 1: elapsed = 30l us
Timer 1: elapsed = 105l us
Timer 3: elapsed = 1001l us
Timer 1: elapsed = 210l us
Timer 2: elapsed = 615l us
Timer 1: elapsed = 181l us
Timer 1: elapsed = 80l us
Timer 1: elapsed = 36l us
Timer 1: elapsed = 148l us
Timer 2: elapsed = 405l us
Timer 1: elapsed = 138l us
Timer 1: elapsed = 137l us
Timer 1: elapsed = 102l us
Timer 3: elapsed = 1021l us
Timer 1: elapsed = 189l us
Timer 2: elapsed = 577l us
Timer 1: elapsed = 232l us
Timer 1: elapsed = 66l us
Timer 1: elapsed = 85l us
Timer 1: elapsed = 90l us
Timer 2: elapsed = 584l us
Timer 1: elapsed = 270l us
Timer 1: elapsed = 29l us
Timer 3: elapsed = 1030l us
Timer 1: elapsed = 227l us
Timer 2: elapsed = 355l us
Timer 1: elapsed = 92l us
Timer 1: elapsed = 100l us
Timer 1: elapsed = 120l us
Timer 1: elapsed = 87l us
Timer 2: elapsed = 474l us
Timer 1: elapsed = 206l us
Timer 1: elapsed = 77l us
Timer 1: elapsed = 118l us
Timer 3: elapsed = 945l us
Timer 1: elapsed = 237l us
Timer 2: elapsed = 618l us
Timer 1: elapsed = 175l us
Timer 1: elapsed = 47l us
Timer 1: elapsed = 18l us
Timer 1: elapsed = 188l us
Timer 2: elapsed = 370l us
Timer 1: elapsed = 168l us
Timer 1: elapsed = 58l us
Timer 1: elapsed = 109l us
Timer 3: elapsed = 1014l us
Timer 1: elapsed = 227l us
Timer 2: elapsed = 601l us
Timer 1: elapsed = 226l us
Timer 1: elapsed = 88l us
Timer 1: elapsed = 42l us
Timer 1: elapsed = 48l us
Timer 2: elapsed = 427l us
Timer 1: elapsed = 150l us
Timer 1: elapsed = 157l us
Timer 1: elapsed = 61l us
Timer 3: elapsed = 1000l us
Timer 1: elapsed = 236l us
Timer 2: elapsed = 587l us
Timer 1: elapsed = 153l us
Timer 1: elapsed = 102l us
Timer 1: elapsed = 123l us
Timer 1: elapsed = 46l us
Timer 2: elapsed = 381l us
Timer 1: elapsed = 167l us
Timer 1: elapsed = 84l us
Timer 1: elapsed = 78l us
Timer 3: elapsed = 1015l us
Timer 1: elapsed = 224l us
Timer 2: elapsed = 617l us
Timer 1: elapsed = 225l us
Timer 1: elapsed = 70l us
Timer 1: elapsed = 108l us
Timer 1: elapsed = 69l us
Timer 2: elapsed = 512l us
Timer 1: elapsed = 241l us
Timer 1: elapsed = 63l us
Timer 3: elapsed = 1032l us
Timer 1: elapsed = 208l us
Timer 2: elapsed = 424l us
Timer 1: elapsed = 119l us
Timer 1: elapsed = 98l us
Timer 1: elapsed = 64l us
Timer 1: elapsed = 165l us
Timer 2: elapsed = 469l us
Timer 1: elapsed = 175l us
Timer 1: elapsed = 83l us
Timer 1: elapsed = 100l us
Timer 3: elapsed = 963l us
Timer 1: elapsed = 200l us
Timer 2: elapsed = 603l us
Timer 1: elapsed = 234l us
Timer 1: elapsed = 67l us
Timer 1: elapsed = 125l us
Timer 1: elapsed = 75l us
Timer 2: elapsed = 518l us
Timer 1: elapsed = 180l us
Timer 1: elapsed = 129l us
Timer 3: elapsed = 1018l us
Timer 1: elapsed = 182l us
Timer 2: elapsed = 409l us
Timer 1: elapsed = 120l us
Timer 1: elapsed = 112l us
Timer 1: elapsed = 72l us
Timer 1: elapsed = 114l us
Timer 2: elapsed = 496l us
Timer 1: elapsed = 180l us
Timer 1: elapsed = 120l us
Timer 1: elapsed = 115l us
Timer 3: elapsed = 955l us
Timer 1: elapsed = 231l us
Timer 2: elapsed = 622l us
Timer 1: elapsed = 134l us
Timer 1: elapsed = 23l us
Timer 1: elapsed = 66l us
Timer 1: elapsed = 181l us
Timer 2: elapsed = 340l us
Timer 1: elapsed = 132l us
Timer 1: elapsed = 149l us
Timer 1: elapsed = 34l us
Timer 3: elapsed = 1072l us
Timer 1: elapsed = 214l us
Timer 2: elapsed = 525l us
Timer 1: elapsed = 131l us
Timer 1: elapsed = 71l us
Timer 1: elapsed = 122l us
Timer 1: elapsed = 72l us
Timer 2: elapsed = 509l us
Timer 1: elapsed = 220l us
Timer 1: elapsed = 75l us
Timer 1: elapsed = 96l us
Timer 3: elapsed = 930l us
Timer 1: elapsed = 225l us
Timer 2: elapsed = 608l us
Timer 1: elapsed = 205l us
Timer 1: elapsed = 39l us
Timer 1: elapsed = 43l us
Timer 1: elapsed = 121l us
Timer 2: elapsed = 402l us
Timer 1: elapsed = 190l us
Timer 1: elapsed = 84l us
Timer 1: elapsed = 109l us
Timer 3: elapsed = 1018l us
Timer 1: elapsed = 249l us
Timer 2: elapsed = 576l us
Timer 1: elapsed = 164l us
Timer 1: elapsed = 39l us
Timer 1: elapsed = 35l us
Timer 1: elapsed = 144l us
Timer 2: elapsed = 387l us
Timer 1: elapsed = 166l us
Timer 1: elapsed = 124l us
Timer 1: elapsed = 85l us
Timer 3: elapsed = 1037l us
Timer 1: elapsed = 193l us
Timer 2: elapsed = 551l us
Timer 1: elapsed = 109l us
Timer 1: elapsed = 81l us
Timer 1: elapsed = 178l us
Timer 1: elapsed = 18l us
Timer 2: elapsed = 511l us
Timer 1: elapsed = 212l us
Timer 1: elapsed = 112l us
Timer 1: elapsed = 112l us
Timer 3: elapsed = 974l us
Timer 1: elapsed = 200l us
Timer 2: elapsed = 509l us
Timer 1: elapsed = 60l us
Timer 1: elapsed = 184l us
Timer 1: elapsed = 25l us
Timer 1: elapsed = 112l us
Timer 2: elapsed = 439l us
Timer 1: elapsed = 250l us
Timer 1: elapsed = 52l us
Timer 1: elapsed = 140l us
Timer 3: elapsed = 977l us
Timer 1: elapsed = 150l us
Timer 2: elapsed = 589l us
Timer 1: elapsed = 259l us
Timer 1: elapsed = 77l us
Timer 1: elapsed = 78l us
Timer 1: elapsed = 33l us
Timer 2: elapsed = 414l us
Timer 1: elapsed = 188l us
Timer 1: elapsed = 88l us
Timer 1: elapsed = 95l us
Timer 3: elapsed = 1029l us
Timer 1: elapsed = 201l us
Timer 2: elapsed = 564l us
Timer 1: elapsed = 75l us
Timer 1: elapsed = 179l us
Timer 1: elapsed = 26l us
Timer 1: elapsed = 121l us
Timer 2: elapsed = 444l us
Timer 1: elapsed = 203l us
Timer 1: elapsed = 111l us
Timer 1: elapsed = 93l us
Timer 3: elapsed = 1019l us
Timer 1: elapsed = 178l us
Timer 2: elapsed = 527l us
Timer 1: elapsed = 116l us
Timer 1: elapsed = 88l us
Timer 1: elapsed = 134l us
Timer 1: elapsed = 85l us
Timer 2: elapsed = 472l us
Timer 1: elapsed = 219l us
Timer 1: elapsed = 67l us
Timer 1: elapsed = 116l us
Timer 3: elapsed = 973l us
Timer 1: elapsed = 179l us
Timer 2: elapsed = 573l us
Timer 1: elapsed = 198l us
Timer 1: elapsed = 114l us
Timer 1: elapsed = 96l us
Timer 1: elapsed = 82l us
Timer 2: elapsed = 533l us
Timer 1: elapsed = 178l us
Timer 1: elapsed = 15l us
Timer 1: elapsed = 163l us
Timer 3: elapsed = 983l us
Timer 1: elapsed = 184l us
Timer 2: elapsed = 464l us
Timer 1: elapsed = 171l us
Timer 1: elapsed = 121l us
Timer 1: elapsed = 55l us
Timer 1: elapsed = 86l us
Timer 2: elapsed = 409l us
Timer 1: elapsed = 192l us
Timer 1: elapsed = 44l us
Timer 1: elapsed = 110l us
Timer 3: elapsed = 1048l us
Timer 1: elapsed = 193l us
Timer 2: elapsed = 549l us
Timer 1: elapsed = 108l us
Timer 1: elapsed = 117l us
Timer 1: elapsed = 85l us
Timer 1: elapsed = 115l us
Timer 2: elapsed = 461l us
Timer 1: elapsed = 156l us
Timer 1: elapsed = 122l us
Timer 1: elapsed = 78l us
Timer 3: elapsed = 989l us
Timer 1: elapsed = 203l us
Timer 2: elapsed = 537l us
Timer 1: elapsed = 127l us
Timer 1: elapsed = 82l us
Timer 1: elapsed = 103l us
Timer 1: elapsed = 104l us
Timer 2: elapsed = 489l us
Timer 1: elapsed = 183l us
Timer 1: elapsed = 151l us
Timer 1: elapsed = 84l us
Timer 3: elapsed = 980l us
Timer 1: elapsed = 182l us
Timer 2: elapsed = 561l us
Timer 1: elapsed = 186l us
Timer 1: elapsed = 100l us
Timer 1: elapsed = 126l us
Timer 1: elapsed = 132l us
Timer 2: elapsed = 508l us
Timer 1: elapsed = 82l us
Timer 1: elapsed = 79l us
Timer 1: elapsed = 88l us
Timer 3: elapsed = 1013l us
Timer 1: elapsed = 185l us
Timer 2: elapsed = 452l us
Timer 1: elapsed = 116l us
Timer 1: elapsed = 141l us
Timer 1: elapsed = 53l us
Timer 1: elapsed = 165l us
Timer 2: elapsed = 449l us
Timer 1: elapsed = 150l us
Timer 1: elapsed = 104l us
Timer 1: elapsed = 136l us
Timer 3: elapsed = 980l us
Timer 1: elapsed = 161l us
Timer 2: elapsed = 606l us
Timer 1: elapsed = 242l us
Timer 1: elapsed = 74l us
Timer 1: elapsed = 75l us
Timer 1: elapsed = 81l us
Timer 2: elapsed = 378l us
Timer 1: elapsed = 183l us
Timer 1: elapsed = 26l us
Timer 1: elapsed = 125l us
Timer 3: elapsed = 1041l us
Timer 1: elapsed = 177l us
Timer 2: elapsed = 557l us
Timer 1: elapsed = 106l us
Timer 1: elapsed = 167l us
Timer 1: elapsed = 30l us
Timer 1: elapsed = 169l us
Timer 2: elapsed = 444l us
Timer 1: elapsed = 126l us
Timer 1: elapsed = 108l us
Timer 1: elapsed = 157l us
Timer 3: elapsed = 951l us
Timer 1: elapsed = 137l us
Timer 2: elapsed = 597l us
Timer 1: elapsed = 211l us
Timer 1: elapsed = 122l us
Timer 1: elapsed = 75l us
Timer 1: elapsed = 51l us
Timer 2: elapsed = 426l us
Timer 1: elapsed = 177l us
Timer 1: elapsed = 58l us
Timer 1: elapsed = 127l us
Timer 3: elapsed = 988l us
Timer 1: elapsed = 181l us
Timer 2: elapsed = 590l us
Timer 1: elapsed = 213l us
Timer 1: elapsed = 111l us
Timer 1: elapsed = 116l us
Timer 1: elapsed = 57l us
Timer 2: elapsed = 550l us
Timer 1: elapsed = 231l us
Timer 1: elapsed = 114l us
Timer 3: elapsed = 995l us
Timer 1: elapsed = 234l us
Timer 2: elapsed = 511l us
Timer 1: elapsed = 110l us
Timer 1: elapsed = 24l us
Timer 1: elapsed = 101l us
Timer 1: elapsed = 145l us
Timer 2: elapsed = 326l us
Timer 1: elapsed = 136l us
Timer 1: elapsed = 116l us
Timer 1: elapsed = 129l us
Timer 3: elapsed = 1015l us
Timer 1: elapsed = 187l us
Timer 2: elapsed = 648l us
Timer 1: elapsed = 168l us
Timer 1: elapsed = 55l us
Timer 1: elapsed = 45l us
Timer 1: elapsed = 162l us
Timer 2: elapsed = 349l us
Timer 1: elapsed = 158l us
Timer 1: elapsed = 143l us
Timer 1: elapsed = 55l us
Timer 3: elapsed = 1027l us
Timer 1: elapsed = 176l us
Timer 2: elapsed = 579l us
Timer 1: elapsed = 118l us
Timer 1: elapsed = 112l us
Timer 1: elapsed = 81l us
Timer 1: elapsed = 93l us
Timer 2: elapsed = 428l us
Timer 1: elapsed = 207l us
Timer 1: elapsed = 160l us
Timer 1: elapsed = 41l us
Timer 3: elapsed = 979l us
Timer 1: elapsed = 219l us
Timer 2: elapsed = 630l us
Timer 1: elapsed = 208l us
Timer 1: elapsed = 43l us
Timer 1: elapsed = 27l us
Timer 1: elapsed = 132l us
Timer 2: elapsed = 420l us
Timer 1: elapsed = 171l us
Timer 1: elapsed = 96l us
Timer 1: elapsed = 98l us
Timer 3: elapsed = 1015l us
Timer 1: elapsed = 216l us
Timer 2: elapsed = 521l us
Timer 1: elapsed = 89l us
Timer 1: elapsed = 168l us
Timer 1: elapsed = 24l us
Timer 1: elapsed = 171l us
Timer 2: elapsed = 419l us
Timer 1: elapsed = 184l us
Timer 1: elapsed = 84l us
Timer 1: elapsed = 114l us
Timer 3: elapsed = 965l us
Timer 1: elapsed = 235l us
Timer 2: elapsed = 679l us
Timer 1: elapsed = 112l us
Timer 1: elapsed = 26l us
Timer 1: elapsed = 132l us
Timer 1: elapsed = 75l us
Timer 2: elapsed = 331l us
Timer 1: elapsed = 188l us
Timer 1: elapsed = 84l us
Timer 1: elapsed = 178l us
Timer 3: elapsed = 1007l us
Timer 1: elapsed = 175l us
Timer 2: elapsed = 614l us
Timer 1: elapsed = 173l us
Timer 1: elapsed = 112l us
Timer 1: elapsed = 91l us
Timer 1: elapsed = 67l us
Timer 2: elapsed = 539l us
Timer 1: elapsed = 220l us
Timer 1: elapsed = 155l us
Timer 3: elapsed = 1009l us
Timer 1: elapsed = 177l us
Timer 2: elapsed = 441l us
Timer 1: elapsed = 218l us
Timer 1: elapsed = 77l us
Timer 1: elapsed = 100l us
Timer 1: elapsed = 36l us
Timer 2: elapsed = 409l us
Timer 1: elapsed = 155l us
Timer 1: elapsed = 93l us
Timer 1: elapsed = 84l us
Timer 3: elapsed = 1053l us
Timer 1: elapsed = 190l us
Timer 2: elapsed = 531l us
Timer 1: elapsed = 136l us
Timer 1: elapsed = 96l us
Timer 1: elapsed = 101l us
Timer 1: elapsed = 91l us
Timer 2: elapsed = 459l us
Timer 1: elapsed = 218l us
Timer 1: elapsed = 69l us
Timer 1: elapsed = 166l us
Timer 3: elapsed = 935l us
Timer 1: elapsed = 184l us
Timer 2: elapsed = 632l us
Timer 1: elapsed = 165l us
Timer 1: elapsed = 37l us
Timer 1: elapsed = 53l us
Timer 1: elapsed = 83l us
Timer 2: elapsed = 424l us
Timer 1: elapsed = 199l us
Timer 1: elapsed = 185l us
Timer 1: elapsed = 19l us
Timer 3: elapsed = 1025l us
Timer 1: elapsed = 217l us
Timer 2: elapsed = 543l us
Timer 1: elapsed = 196l us
Timer 1: elapsed = 122l us
Timer 1: elapsed = 84l us
Timer 1: elapsed = 61l us
Timer 2: elapsed = 403l us
Timer 1: elapsed = 120l us
Timer 1: elapsed = 141l us
Timer 1: elapsed = 104l us
Timer 3: elapsed = 994l us
Timer 1: elapsed = 157l us
Timer 2: elapsed = 588l us
Timer 1: elapsed = 99l us
Timer 1: elapsed = 105l us
Timer 1: elapsed = 148l us
Timer 1: elapsed = 58l us
Timer 2: elapsed = 437l us
Timer 1: elapsed = 227l us
Timer 1: elapsed = 107l us
Timer 1: elapsed = 63l us
Timer 3: elapsed = 1014l us
Timer 1: elapsed = 233l us
Timer 2: elapsed = 542l us
Timer 1: elapsed = 74l us
Timer 1: elapsed = 141l us
Timer 1: elapsed = 75l us
Timer 1: elapsed = 123l us
Timer 2: elapsed = 430l us
Timer 1: elapsed = 169l us
Timer 1: elapsed = 97l us
Timer 1: elapsed = 115l us
Timer 3: elapsed = 1018l us
Timer 1: elapsed = 199l us
Timer 2: elapsed = 578l us
Timer 1: elapsed = 63l us
Timer 1: elapsed = 104l us
Timer 1: elapsed = 103l us
Timer 1: elapsed = 94l us
Timer 2: elapsed = 448l us
Timer 1: elapsed = 242l us
Timer 1: elapsed = 100l us
Timer 1: elapsed = 85l us
Timer 3: elapsed = 981l us
Timer 1: elapsed = 229l us
Timer 2: elapsed = 591l us
Timer 1: elapsed = 208l us
Timer 1: elapsed = 72l us
Timer 1: elapsed = 82l us
Timer 1: elapsed = 87l us
Timer 2: elapsed = 520l us
Timer 1: elapsed = 267l us
Timer 1: elapsed = 29l us
Timer 3: elapsed = 1011l us
Timer 1: elapsed = 228l us
Timer 2: elapsed = 443l us
Timer 1: elapsed = 71l us
Timer 1: elapsed = 126l us
Timer 1: elapsed = 101l us
Timer 1: elapsed = 126l us
Timer 2: elapsed = 418l us
Timer 1: elapsed = 238l us
Timer 1: elapsed = 12l us
Timer 1: elapsed = 174l us
Timer 3: elapsed = 961l us
Timer 1: elapsed = 181l us
Timer 2: elapsed = 622l us
Timer 1: elapsed = 161l us
Timer 1: elapsed = 102l us
Timer 1: elapsed = 75l us
Timer 1: elapsed = 146l us
Timer 2: elapsed = 482l us
Timer 1: elapsed = 129l us
Timer 1: elapsed = 39l us
Timer 1: elapsed = 88l us
Timer 3: elapsed = 1062l us
Timer 1: elapsed = 215l us
Timer 2: elapsed = 430l us
Timer 1: elapsed = 133l us
Timer 1: elapsed = 70l us
Timer 1: elapsed = 137l us
Timer 1: elapsed = 79l us
Timer 2: elapsed = 507l us
Timer 1: elapsed = 208l us
Timer 1: elapsed = 90l us
Timer 1: elapsed = 132l us
Timer 3: elapsed = 933l us
Timer 1: elapsed = 146l us
Timer 2: elapsed = 579l us
Timer 1: elapsed = 249l us
Timer 1: elapsed = 66l us
Timer 1: elapsed = 135l us
Timer 1: elapsed = 80l us
Timer 2: elapsed = 481l us
Timer 1: elapsed = 160l us
Timer 1: elapsed = 136l us
Timer 3: elapsed = 1050l us
Timer 1: elapsed = 176l us
Timer 2: elapsed = 478l us
Timer 1: elapsed = 91l us
Timer 1: elapsed = 140l us
Timer 1: elapsed = 95l us
Timer 1: elapsed = 115l us
Timer 2: elapsed = 424l us
Timer 1: elapsed = 229l us
Timer 1: elapsed = 22l us
Timer 1: elapsed = 172l us
Timer 3: elapsed = 950l us
Timer 1: elapsed = 147l us
Timer 2: elapsed = 642l us
Timer 1: elapsed = 194l us
Timer 1: elapsed = 75l us
Timer 1: elapsed = 8l us
Timer 1: elapsed = 192l us
Timer 2: elapsed = 354l us
Timer 1: elapsed = 195l us
Timer 1: elapsed = 16l us
Timer 1: elapsed = 150l us
Timer 3: elapsed = 1013l us
Timer 1: elapsed = 163l us
Timer 2: elapsed = 616l us
Timer 1: elapsed = 258l us
Timer 1: elapsed = 81l us
Timer 1: elapsed = 75l us
Timer 1: elapsed = 38l us
Timer 2: elapsed = 400l us
Timer 1: elapsed = 134l us
Timer 1: elapsed = 181l us
Timer 1: elapsed = 25l us
Timer 3: elapsed = 1060l us
Timer 1: elapsed = 210l us
Timer 2: elapsed = 506l us
Timer 1: elapsed = 117l us
Timer 1: elapsed = 83l us
Timer 1: elapsed = 102l us
Timer 1: elapsed = 157l us
Timer 2: elapsed = 484l us
Timer 1: elapsed = 191l us
Timer 1: elapsed = 58l us
Timer 1: elapsed = 80l us
Timer 3: elapsed = 946l us
Timer 1: elapsed = 224l us
Timer 2: elapsed = 634l us
Timer 1: elapsed = 177l us
Timer 1: elapsed = 70l us
Timer 1: elapsed = 34l us
Timer 1: elapsed = 93l us
Timer 2: elapsed = 369l us
Timer 1: elapsed = 251l us
Timer 1: elapsed = 50l us
Timer 1: elapsed = 152l us
Timer 3: elapsed = 986l us
Timer 1: elapsed = 194l us
Timer 2: elapsed = 601l us
Timer 1: elapsed = 226l us
Timer 1: elapsed = 86l us
Timer 1: elapsed = 33l us
Timer 1: elapsed = 38l us
Timer 2: elapsed = 444l us
Timer 1: elapsed = 198l us
Timer 1: elapsed = 100l us
Timer 1: elapsed = 121l us
Timer 3: elapsed = 1021l us
Timer 1: elapsed = 202l us
Timer 2: elapsed = 548l us
Timer 1: elapsed = 187l us
Timer 1: elapsed = 52l us
Timer 1: elapsed = 8l us
Timer 1: elapsed = 181l us
Timer 2: elapsed = 403l us
Timer 1: elapsed = 136l us
Timer 1: elapsed = 129l us
Timer 1: elapsed = 53l us
Timer 3: elapsed = 1031l us
Timer 1: elapsed = 229l us
Timer 2: elapsed = 557l us
Timer 1: elapsed = 88l us
Timer 1: elapsed = 104l us
Timer 1: elapsed = 77l us
Timer 1: elapsed = 117l us
Timer 2: elapsed = 479l us
Timer 1: elapsed = 205l us
Timer 1: elapsed = 132l us
Timer 1: elapsed = 56l us
Timer 3: elapsed = 955l us
Timer 1: elapsed = 239l us
Timer 2: elapsed = 566l us
Timer 1: elapsed = 201l us
Timer 1: elapsed = 59l us
Timer 1: elapsed = 151l us
Timer 1: elapsed = 69l us
Timer 2: elapsed = 522l us
Timer 1: elapsed = 152l us
Timer 1: elapsed = 24l us
Timer 1: elapsed = 134l us
Timer 3: elapsed = 1020l us
Timer 1: elapsed = 200l us
Timer 2: elapsed = 499l us
Timer 1: elapsed = 185l us
Timer 1: elapsed = 102l us
Timer 1: elapsed = 130l us
Timer 1: elapsed = 64l us
Timer 2: elapsed = 540l us
Timer 1: elapsed = 231l us
Timer 1: elapsed = 61l us
Timer 3: elapsed = 971l us
Timer 1: elapsed = 271l us
Timer 2: elapsed = 503l us
Timer 1: elapsed = 129l us
Timer 1: elapsed = 19l us
Timer 1: elapsed = 68l us
Timer 1: elapsed = 165l us
Timer 2: elapsed = 340l us
Timer 1: elapsed = 214l us
Timer 1: elapsed = 25l us
Timer 1: elapsed = 156l us
Timer 3: elapsed = 1010l us
Timer 1: elapsed = 220l us
Timer 2: elapsed = 734l us
Timer 1: elapsed = 259l us
Timer 1: elapsed = 43l us
Timer 1: elapsed = 65l us
Timer 1: elapsed = 66l us
Timer 2: elapsed = 337l us
Timer 1: elapsed = 101l us
Timer 1: elapsed = 171l us
Timer 1: elapsed = 30l us
Timer 3: elapsed = 999l us
Timer 1: elapsed = 235l us
Timer 2: elapsed = 518l us
Timer 1: elapsed = 218l us
Timer 1: elapsed = 72l us
Timer 1: elapsed = 96l us
Timer 1: elapsed = 41l us
Timer 2: elapsed = 411l us
Timer 1: elapsed = 181l us
Timer 1: elapsed = 45l us
Timer 1: elapsed = 189l us
Timer 3: elapsed = 993l us
Timer 1: elapsed = 149l us
Timer 2: elapsed = 662l us
Timer 1: elapsed = 177l us
Timer 1: elapsed = 21l us
Timer 1: elapsed = 78l us
Timer 1: elapsed = 142l us
Timer 2: elapsed = 331l us
Timer 1: elapsed = 200l us
Timer 1: elapsed = 78l us
Timer 1: elapsed = 124l us
Timer 3: elapsed = 998l us
Timer 1: elapsed = 230l us
Timer 2: elapsed = 676l us
Timer 1: elapsed = 123l us
Timer 1: elapsed = 17l us
Timer 1: elapsed = 132l us
Timer 1: elapsed = 76l us
Timer 2: elapsed = 320l us
Timer 1: elapsed = 222l us
Timer 1: elapsed = 54l us
Timer 1: elapsed = 92l us
Timer 3: elapsed = 1055l us
Timer 1: elapsed = 209l us
Timer 2: elapsed = 561l us
Timer 1: elapsed = 96l us
Timer 1: elapsed = 178l us
Timer 1: elapsed = 19l us
Timer 1: elapsed = 100l us
Timer 2: elapsed = 517l us
Timer 1: elapsed = 205l us
Timer 1: elapsed = 98l us
Timer 1: elapsed = 157l us
Timer 3: elapsed = 942l us
Timer 1: elapsed = 135l us
Timer 2: elapsed = 523l us
Timer 1: elapsed = 279l us
Timer 1: elapsed = 85l us
Timer 1: elapsed = 51l us
Timer 1: elapsed = 21l us
Timer 2: elapsed = 409l us
Timer 1: elapsed = 188l us
Timer 1: elapsed = 106l us
Timer 1: elapsed = 133l us
Timer 3: elapsed = 1005l us
Timer 1: elapsed = 178l us
Timer 2: elapsed = 672l us
Timer 1: elapsed = 156l us
Timer 1: elapsed = 20l us
Timer 1: elapsed = 132l us
Timer 1: elapsed = 57l us
Timer 2: elapsed = 349l us
Timer 1: elapsed = 222l us
Timer 1: elapsed = 137l us
Timer 1: elapsed = 43l us
Timer 3: elapsed = 1078l us
Timer 1: elapsed = 191l us
Timer 2: elapsed = 484l us
Timer 1: elapsed = 173l us
Timer 1: elapsed = 34l us
Timer 1: elapsed = 138l us
Timer 1: elapsed = 100l us
Timer 2: elapsed = 504l us
Timer 1: elapsed = 174l us
Timer 1: elapsed = 159l us
Timer 1: elapsed = 44l us
Timer 3: elapsed = 991l us
Timer 1: elapsed = 182l us
Timer 2: elapsed = 513l us
Timer 1: elapsed = 123l us
Timer 1: elapsed = 77l us
Timer 1: elapsed = 114l us
Timer 1: elapsed = 100l us
Timer 2: elapsed = 477l us
Timer 1: elapsed = 272l us
Timer 1: elapsed = 19l us
Timer 1: elapsed = 141l us
Timer 3: elapsed = 952l us
Timer 1: elapsed = 181l us
Timer 2: elapsed = 624l us
Timer 1: elapsed = 223l us
Timer 1: elapsed = 59l us
Timer 1: elapsed = 153l us
Timer 1: elapsed = 70l us
Timer 2: elapsed = 492l us
Timer 1: elapsed = 143l us
Timer 1: elapsed = 33l us
Timer 1: elapsed = 147l us
Timer 3: elapsed = 995l us
Timer 1: elapsed = 159l us
Timer 2: elapsed = 489l us
Timer 1: elapsed = 210l us
Timer 1: elapsed = 119l us
Timer 1: elapsed = 56l us
Timer 1: elapsed = 83l us
Timer 2: elapsed = 397l us
Timer 1: elapsed = 156l us
Timer 1: elapsed = 67l us
Timer 1: elapsed = 133l us
Timer 3: elapsed = 1031l us
Timer 1: elapsed = 200l us
Timer 2: elapsed = 620l us
Timer 1: elapsed = 196l us
Timer 1: elapsed = 43l us
Timer 1: elapsed = 41l us
Timer 1: elapsed = 109l us
Timer 2: elapsed = 398l us
Timer 1: elapsed = 190l us
Timer 1: elapsed = 93l us
Timer 1: elapsed = 148l us
Timer 3: elapsed = 983l us
Timer 1: elapsed = 197l us
Timer 2: elapsed = 589l us
Timer 1: elapsed = 191l us
Timer 1: elapsed = 54l us
Timer 1: elapsed = 186l us
Timer 1: elapsed = 83l us
Timer 2: elapsed = 492l us
Timer 1: elapsed = 82l us
Timer 1: elapsed = 77l us
Timer 1: elapsed = 93l us
Timer 3: elapsed = 983l us
Timer 1: elapsed = 198l us
Timer 2: elapsed = 513l us
Timer 1: elapsed = 224l us
Timer 1: elapsed = 51l us
Timer 1: elapsed = 8l us
Timer 1: elapsed = 145l us
Timer 2: elapsed = 386l us
Timer 1: elapsed = 205l us
Timer 1: elapsed = 75l us
Timer 1: elapsed = 117l us
Timer 3: elapsed = 1004l us
